팀,이름,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
롯데,장두성,-0.259,71,11,207.1,36,35,0,1,1.9409999999999998,3.09,-2.28,-0.08000000000000002,-2.83,-31.54,0.25,-2.57,-0.28400000000000003
롯데,전준우,-3.909,225,360,3048.3,750,723,20,7,2.974,6.58,-19.09,0.38,-23.05,-29.65,-16.39,-39.46,-2.316
롯데,정보근,0.647,107,131,1055.3000000000002,1068,982,77,9,2.965,25.740000000000002,-2.09,-0.27,-2.51,-9.04,8.95,6.449999999999999,-0.259
롯데,정훈,-1.617,187,275,2303.2,1892,1764,122,6,2.99,22.299999999999997,-3.8400000000000007,2.32,-2.12,-2.7599999999999993,-14.440000000000001,-16.56,-0.175
롯데,조세진,-0.085,30,20,192.1,40,38,1,1,0.975,1.83,-0.44,-0.05,0.13,0.84,-0.94,-0.8,0.014
롯데,지시완,0.554,141,100,874.2,850,784,63,3,1.9929999999999999,17.43,0.14,0.69,-1.94,-5.27,7.38,5.4399999999999995,-0.196
롯데,최민재,-0.012,13,6,60.0,11,11,0,0,1.0,1.65,0.16,0.03,0.03,0.66,-0.15,-0.12,0.003
롯데,최준용,0.079,68,0,71.0,15,6,9,0,1.0,1.9,0.67,0.18,0.76,12.82,0.0,0.76,0.079
롯데,추재현,-0.195,99,83,722.1,175,167,5,3,1.9529999999999998,4.12,-0.98,-0.19,-0.31000000000000005,-9.85,-1.5499999999999998,-1.8699999999999999,-0.03699999999999999
롯데,프랑코,0.085,37,27,150.0,18,5,13,0,1.0,1.08,0.51,0.28,0.85,6.81,0.0,0.85,0.085
롯데,피터스,-0.687,85,85,755.2,168,163,2,3,0.982,1.97,-5.85,-0.09,-7.09,-11.24,0.43,-6.67,-0.731
롯데,한동희,0.192,240,359,3090.2,994,360,584,50,2.843,8.19,-0.5599999999999996,-0.79,-1.3399999999999999,-2.55,3.8099999999999996,2.45,-0.18500000000000005
롯데,한태양,0.198,36,20,187.0,91,31,55,5,0.945,4.14,1.33,-0.28,1.04,6.68,0.83,1.87,0.11
롯데,허일,-0.138,2,11,154.0,33,33,0,0,1.0,1.93,0.1,0.09,-0.71,-5.53,-0.74,-1.45,-0.068
롯데,황성빈,-0.967,91,81,691.2,167,158,2,7,0.958,2.08,-6.73,-0.93,-8.54,-14.78,-0.87,-9.41,-0.878
